{\rtf1\ansi\ansicpg1252\cocoartf1561\cocoasubrtf610,,,,,,,,,,,,,,,,,,
{\fonttbl\f0\fswiss\fcharset0 Helvetica;},,,,,,,,,,,,,,,,,,
{\colortbl;\red255\green255\blue255;},,,,,,,,,,,,,,,,,,
{\*\expandedcolortbl;;},,,,,,,,,,,,,,,,,,
\margl1440\margr1440\vieww10800\viewh8400\viewkind0,,,,,,,,,,,,,,,,,,
\pard\tx720\tx1440\tx2160\tx2880\tx3600\tx4320\tx5040\tx5760\tx6480\tx7200\tx7920\tx8640\pardirnatural\partightenfactor0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
\f0\fs24 \cf0 #id,title,formula,class,total_number,atom_type,tool,potential,bandgap[eV],dielectric_total,dielectric_electron,dielectric_ion,atomization_energy[eV/atom],total_energy[eV],cutoff_energy[eV],k-points,author,SMILES\,
3211,C10H16O8,C10H16O8O2S4,organic_polymer_crystal,40,3,VASP-5.X,PAW,4.81,3.32215,2.66527,0.65688,-5.51,,,,Huan Tran (huan.tran@uconn.edu), Arun Mannodi-Kanakkithodi (mannodiarun@gmail.com),CCOC(=O)OCCO\
3210,C10H18N2O6,C10H18N2O6,organic_polymer_crystal,36,4,VASP-5.X,PAW,4.85,3.52652,2.73104,0.79548,-5.51,,,,Huan Tran (huan.tran@uconn.edu), Arun Mannodi-Kanakkithodi (mannodiarun@gmail.com),CCOC(=O)NCCO\
3209,C34H28O6,C34H28O6O6,organic_polymer_crystal,74,3,VASP-5.X,PAW,2.11,4.3173,3.0897,1.2276,-6.14,,,,Huan Tran (huan.tran@uconn.edu), Arun Mannodi-Kanakkithodi (mannodiarun@gmail.com),CCC(=O)OC(=O)CC(C=C1)=CC=C1C(C=C2)=CC=C2\
3208,C14H26N2O2,C14H26N2O2,organic_polymer_crystal,44,4,VASP-5.X,PAW,4.46,3.33703,2.744,0.59303,-5.39,,,,Huan Tran (huan.tran@uconn.edu), Arun Mannodi-Kanakkithodi (mannodiarun@gmail.com),CCCCNC(=O)CC\
3207,C22H20O8,C22H20O8O2,organic_polymer_crystal,52,3,VASP-5.X,PAW,2.4,3.67193,2.97589,0.69604,-6.01,,,,Huan Tran (huan.tran@uconn.edu), Arun Mannodi-Kanakkithodi (mannodiarun@gmail.com),C(C=C1)=CC=C1OC(=O)CC(=O)CCO\
3206,C36H26N6O2S4,C36H26N6O2S4,organic_polymer_crystal,74,5,VASP-5.X,PAW,1.16,6.7266,4.7411,1.9855,-6.21,,,,Huan Tran (huan.tran@uconn.edu), Arun Mannodi-Kanakkithodi (mannodiarun@gmail.com),C(C=C1)=CC=C1NC(C=C2)=CC=C2C(=S)NC3=CSC(=C3)C(=O)N\
3205,C46H28N4S10,C46H28N4S10S4,organic_polymer_crystal,92,4,VASP-5.X,PAW,0.7528,6.9654,5.7664,1.199,1.4519,,,,Huan Tran (huan.tran@uconn.edu), Arun Mannodi-Kanakkithodi (mannodiarun@gmail.com),C(C=C1)=CC=C1NC2=CSC(=C2)C3=CSC(=C3)C(=S)C4=CSC(=C4)C5=CSC(=C5)N\
3204,C40H28O2S6,C40H28O2S6,organic_polymer_crystal,76,4,VASP-5.X,PAW,0.468,4.61658,4.30082,0.31576,-6.04,,,,Huan Tran (huan.tran@uconn.edu), Arun Mannodi-Kanakkithodi (mannodiarun@gmail.com),C(C=C1)=CC=C1C(C=C2)=CC=C2CC(=S)C3=CSC(=C3)C(=S)CO\
3203,C42H22N2O2S10,C42H22N2O2S10,organic_polymer_crystal,78,5,VASP-5.X,PAW,0.304,7.02508,5.94172,1.08336,-6.19,,,,Huan Tran (huan.tran@uconn.edu), Arun Mannodi-Kanakkithodi (mannodiarun@gmail.com),C1=CSC(=C1)C(=S)C2=CSC(=C2)C(=S)C(=O)NC(C=C3)=CC=C3C4=CSC(=C4)\
3202,C30H16N4O4S8,C30H16N4O4S8,organic_polymer_crystal,62,5,VASP-5.X,PAW,0.753,6.31441,5.00971,1.30469,-6.19,,,,Huan Tran (huan.tran@uconn.edu), Arun Mannodi-Kanakkithodi (mannodiarun@gmail.com),C1=CSC(=C1)C2=CSC(=C2)C(=S)C3=CSC(=C3)C(=O)NC(=O)N\
3201,C60H64O18N4,C60H64O18N4S8,organic_polymer_crystal,154,4,VASP-5.X,PAW,0.941,0,3.1337,0,-5.89,,,,Huan Tran (huan.tran@uconn.edu), Arun Mannodi-Kanakkithodi (mannodiarun@gmail.com),N(C(=O)C1=CC2)C(=O)C1=CC2C(=O)C(=CC=C3C4(=O))C=C3C(=O)N4C(C)COCCOCCOC(C)COC(C)\
3200,C46H36O10N4,C46H36O10N4,organic_polymer_crystal,96,4,VASP-5.X,PAW,2.28,3.78578,3.28968,0.4961,-6.25,,,,Huan Tran (huan.tran@uconn.edu), Arun Mannodi-Kanakkithodi (mannodiarun@gmail.com),N(C(=O)C1=CC2)C(=O)C1=CC2C(=O)C(=CC=C3C4(=O))C=C3C(=O)N4CCCCCC\
3199,C4H2N2O6,C4H2N2O6,organic_polymer_crystal,14,4,VASP-5.X,PAW,4.6,3.60984,2.90219,0.70766,-5.69,,,,Huan Tran (huan.tran@uconn.edu), Arun Mannodi-Kanakkithodi (mannodiarun@gmail.com),CCNC(=O)\
3198,C6O6S2,C6O6S2,organic_polymer_crystal,14,3,VASP-5.X,PAW,-0.0132,6.153,4.9689,1.1841,-6.47,,,,Huan Tran (huan.tran@uconn.edu), Arun Mannodi-Kanakkithodi (mannodiarun@gmail.com),C(=O)C(=S)C(=O)O\
3197,C6H10O2N2,C6H10O2N2,organic_polymer_crystal,20,4,VASP-5.X,PAW,2.88,5.3516,3.07131,2.28029,-6.61,,,,Huan Tran (huan.tran@uconn.edu), Arun Mannodi-Kanakkithodi (mannodiarun@gmail.com),NC(=O)OC(=O)\
820,C12H16O8Pb2,C12H16O8Pb2,organometallic_polymer_crystal,38,4,VASP-5.X,PAW,3.5633,8.02994,3.31279,4.71715,-5.71493,,,,Huan Tran (huan.tran@uconn.edu),\,
819,C12H16O8Pb2,C12H16O8Pb2,organometallic_polymer_crystal,38,4,VASP-5.X,PAW,2.6673,9.8223,3.36155,6.46076,-5.71482,,,,Huan Tran (huan.tran@uconn.edu),\,
818,C12H16O8Pb2,C12H16O8Pb2,organometallic_polymer_crystal,38,4,VASP-5.X,PAW,3.8864,7.74642,3.2837,4.46273,-5.71133,,,,Huan Tran (huan.tran@uconn.edu),\,
817,C12H16O8Pb2,C12H16O8Pb2,organometallic_polymer_crystal,38,4,VASP-5.X,PAW,2.6664,9.7893,3.36303,6.42627,-5.7147,,,,Huan Tran (huan.tran@uconn.edu),\,
816,C12H16O8Pb2,C12H16O8Pb2,organometallic_polymer_crystal,38,4,VASP-5.X,PAW,2.6633,9.61241,3.3655,6.2469,-5.71449,,,,Huan Tran (huan.tran@uconn.edu),\,
815,C10H16O4Pb,C10H16O4Pb1,organometallic_polymer_crystal,31,4,VASP-5.X,PAW,3.6384,7.25369,3.14604,4.10764,-5.4942,,,,Huan Tran (huan.tran@uconn.edu),\,
814,C8H12O4Pb,C8H12O4Pb1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,2.9199,7.57609,3.21035,4.36574,-5.57907,,,,Huan Tran (huan.tran@uconn.edu),\,
813,C8H12O4Pb,C8H12O4Pb1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,2.6898,7.79786,3.23389,4.56397,-5.57985,,,,Huan Tran (huan.tran@uconn.edu),\,
812,C8H12O4Pb,C8H12O4Pb1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,2.6773,7.78632,3.23972,4.54659,-5.57947,,,,Huan Tran (huan.tran@uconn.edu),\,
811,C8H12O4Pb,C8H12O4Pb1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,2.6873,7.8153,3.23424,4.58106,-5.57983,,,,Huan Tran (huan.tran@uconn.edu),\,
810,C8H12O4Pb,C8H12O4Pb1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,2.7075,7.89813,3.23238,4.66575,-5.5797,,,,Huan Tran (huan.tran@uconn.edu),\,
809,C8H12O4Pb,C8H12O4Pb1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,3.5949,22.0416,3.18616,18.8554,-5.58038,,,,Huan Tran (huan.tran@uconn.edu),\,
808,C12H20O4Pb,C12H20O4Pb1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,1.0269,4.99553,3.59594,1.39958,-5.24467,,,,Huan Tran (huan.tran@uconn.edu),\,
807,C12H20O4Pb,C12H20O4Pb1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,2.9522,4.33069,3.19366,1.13704,-5.29509,,,,Huan Tran (huan.tran@uconn.edu),\,
806,C12H20O4Pb,C12H20O4Pb1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.7228,8.54348,3.09166,5.45182,-5.43309,,,,Huan Tran (huan.tran@uconn.edu),\,
805,C12H20O4Pb,C12H20O4Pb1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.0423,12.9642,3.17352,9.79066,-5.42731,,,,Huan Tran (huan.tran@uconn.edu),\,
804,C12H20O4Pb,C12H20O4Pb1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.7307,15.7683,3.04187,12.7264,-5.43723,,,,Huan Tran (huan.tran@uconn.edu),\,
803,C12H20O4Pb,C12H20O4Pb1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.0431,13.4306,3.17456,10.256,-5.42726,,,,Huan Tran (huan.tran@uconn.edu),\,
802,C12H20O4Pb,C12H20O4Pb1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.7175,8.49672,3.09202,5.4047,-5.43306,,,,Huan Tran (huan.tran@uconn.edu),\,
801,C12H20O4Pb,C12H20O4Pb1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.7138,13.4778,3.09276,10.385,-5.43297,,,,Huan Tran (huan.tran@uconn.edu),\,
800,C12H20O4Pb,C12H20O4Pb1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.7272,13.078,3.04217,10.0359,-5.43717,,,,Huan Tran (huan.tran@uconn.edu),\,
799,C6H8O4SPb,C6H8O4S1Pb1,organometallic_polymer_crystal,20,5,VASP-5.X,PAW,3.1285,7.9998,3.40253,4.59727,-5.5885,,,,Huan Tran (huan.tran@uconn.edu),\,
798,C6H8O4SPb,C6H8O4S1Pb1,organometallic_polymer_crystal,20,5,VASP-5.X,PAW,3.0678,7.2964,3.3934,3.903,-5.5909,,,,Huan Tran (huan.tran@uconn.edu),\,
797,C6H8O4SPb,C6H8O4S1Pb1,organometallic_polymer_crystal,20,5,VASP-5.X,PAW,3.0759,7.21235,3.38995,3.8224,-5.59114,,,,Huan Tran (huan.tran@uconn.edu),\,
796,Sn2C12F4H24,Sn2C12F4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,2.1698,5.31886,3.08896,2.2299,-4.96564,,,,Huan Tran (huan.tran@uconn.edu),\,
795,Sn2C12F4H24,Sn2C12F4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,4.2982,4.89179,3.04088,1.85091,-4.97206,,,,Huan Tran (huan.tran@uconn.edu),\,
794,Sn2C12F4H24,Sn2C12F4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,3.7589,4.49367,2.844,1.64967,-4.97229,,,,Huan Tran (huan.tran@uconn.edu),\,
793,Sn2C12F4H24,Sn2C12F4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,3.8616,4.5009,2.96845,1.53245,-4.9819,,,,Huan Tran (huan.tran@uconn.edu),\,
792,Sn2C12F4H24,Sn2C12F4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,4.3765,4.51803,2.88803,1.63,-4.98159,,,,Huan Tran (huan.tran@uconn.edu),\,
791,Sn2C12F4H24,Sn2C12F4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,4.0385,5.74598,2.99636,2.74962,-4.993,,,,Huan Tran (huan.tran@uconn.edu),\,
790,Sn2C12F4H24,Sn2C12F4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,4.3559,5.23181,3.0792,2.1526,-4.99129,,,,Huan Tran (huan.tran@uconn.edu),\,
789,Sn2C12F4H24,Sn2C12F4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,4.1992,5.47184,3.11904,2.3528,-4.99228,,,,Huan Tran (huan.tran@uconn.edu),\,
788,Sn2C12F4H24,Sn2C12F4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,4.1104,5.01272,3.11152,1.9012,-4.99239,,,,Huan Tran (huan.tran@uconn.edu),\,
787,Sn2C12F4H24,Sn2C12F4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,4.3483,5.28974,3.03862,2.25112,-4.99731,,,,Huan Tran (huan.tran@uconn.edu),\,
786,Sn2C12F4H24,Sn2C12F4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,4.2064,7.70204,3.16268,4.53936,-4.99753,,,,Huan Tran (huan.tran@uconn.edu),\,
785,Sn2C12F4H24,Sn2C12F4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,4.3018,5.63752,3.0712,2.56631,-4.99968,,,,Huan Tran (huan.tran@uconn.edu),\,
784,Sn2C12F4H24,Sn2C12F4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,4.1267,4.92807,3.02096,1.90711,-5.00209,,,,Huan Tran (huan.tran@uconn.edu),\,
783,Sn2C12F4H24,Sn2C12F4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,4.1806,5.16565,3.07399,2.09166,-5.00343,,,,Huan Tran (huan.tran@uconn.edu),\,
782,Sn2C8F4H16,Sn2C8F4H16,organometallic_polymer_crystal,30,4,VASP-5.X,PAW,3.6208,9.65147,3.31136,6.3401,-4.93721,,,,Huan Tran (huan.tran@uconn.edu),\,
781,Sn2C8F4H16,Sn2C8F4H16,organometallic_polymer_crystal,30,4,VASP-5.X,PAW,3.9327,5.80868,3.1841,2.62459,-4.94203,,,,Huan Tran (huan.tran@uconn.edu),\,
780,Sn2C8F4H16,Sn2C8F4H16,organometallic_polymer_crystal,30,4,VASP-5.X,PAW,3.9997,6.89692,3.30392,3.593,-4.93999,,,,Huan Tran (huan.tran@uconn.edu),\,
779,Sn2C8F4H16,Sn2C8F4H16,organometallic_polymer_crystal,30,4,VASP-5.X,PAW,3.9854,6.28511,3.23366,3.05145,-4.94483,,,,Huan Tran (huan.tran@uconn.edu),\,
778,Sn2C8F4H16,Sn2C8F4H16,organometallic_polymer_crystal,30,4,VASP-5.X,PAW,3.9769,6.36294,3.24815,3.1148,-4.94374,,,,Huan Tran (huan.tran@uconn.edu),\,
777,Sn2C8F4H16,Sn2C8F4H16,organometallic_polymer_crystal,30,4,VASP-5.X,PAW,3.9443,5.20653,3.03378,2.17275,-4.92882,,,,Huan Tran (huan.tran@uconn.edu),\,
776,Sn2C4F4H8,Sn2C4F4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,3.0134,13.2528,4.05201,9.20076,-4.80319,,,,Huan Tran (huan.tran@uconn.edu),\,
775,Sn2C4F4H8,Sn2C4F4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,2.8038,15.101,4.13417,10.9668,-4.80765,,,,Huan Tran (huan.tran@uconn.edu),\,
774,Sn2C4F4H8,Sn2C4F4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,2.6766,11.2659,4.02667,7.23926,-4.80895,,,,Huan Tran (huan.tran@uconn.edu),\,
773,Sn2C4F4H8,Sn2C4F4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,2.4383,14.0576,4.24892,9.8087,-4.79418,,,,Huan Tran (huan.tran@uconn.edu),\,
772,Sn2C4F4H8,Sn2C4F4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,3.0559,18.0013,4.001,14.0003,-4.80477,,,,Huan Tran (huan.tran@uconn.edu),\,
771,Sn2C4F4H8,Sn2C4F4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,3.0289,11.5823,3.99936,7.5829,-4.81174,,,,Huan Tran (huan.tran@uconn.edu),\,
770,Sn2C4F4H8,Sn2C4F4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,3.0446,10.2133,3.85468,6.35863,-4.81412,,,,Huan Tran (huan.tran@uconn.edu),\,
769,Sn2C4F4H8,Sn2C4F4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,3.0085,11.9083,4.00628,7.90205,-4.80465,,,,Huan Tran (huan.tran@uconn.edu),\,
768,Sn2C4F4H8,Sn2C4F4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,2.993,12.4542,4.02154,8.43268,-4.80999,,,,Huan Tran (huan.tran@uconn.edu),\,
767,Sn2C4F4H8,Sn2C4F4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,3.022,11.8178,4.00502,7.81277,-4.81161,,,,Huan Tran (huan.tran@uconn.edu),\,
766,Sn2C4F4H8,Sn2C4F4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,2.9797,9.89731,3.87322,6.02409,-4.81331,,,,Huan Tran (huan.tran@uconn.edu),\,
765,Sn2C4F4H8,Sn2C4F4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,3.1868,8.02579,3.70088,4.3249,-4.82191,,,,Huan Tran (huan.tran@uconn.edu),\,
764,Sn2C4F4H8,Sn2C4F4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,2.9104,9.63351,3.95713,5.67638,-4.80599,,,,Huan Tran (huan.tran@uconn.edu),\,
763,Sn2C12Cl4H24,Sn2C12Cl4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,3.3861,10.4957,3.06478,7.4309,-4.81302,,,,Huan Tran (huan.tran@uconn.edu),\,
762,Sn2C12Cl4H24,Sn2C12Cl4H24,organometallic_polymer_crystal,42,4,VASP-5.X,PAW,3.3313,15.1136,3.05854,12.0551,-4.81569,,,,Huan Tran (huan.tran@uconn.edu),\,
761,Sn2C8Cl4H16,Sn2C8Cl4H16,organometallic_polymer_crystal,30,4,VASP-5.X,PAW,3.1908,22.9593,3.7268,19.2325,-4.69723,,,,Huan Tran (huan.tran@uconn.edu),\,
760,Sn2C8Cl4H16,Sn2C8Cl4H16,organometallic_polymer_crystal,30,4,VASP-5.X,PAW,3.1953,22.5355,3.72322,18.8123,-4.69729,,,,Huan Tran (huan.tran@uconn.edu),\,
759,Sn2C8Cl4H16,Sn2C8Cl4H16,organometallic_polymer_crystal,30,4,VASP-5.X,PAW,3.2203,12.9471,3.70124,9.24583,-4.69792,,,,Huan Tran (huan.tran@uconn.edu),\,
758,Sn2C8Cl4H16,Sn2C8Cl4H16,organometallic_polymer_crystal,30,4,VASP-5.X,PAW,3.5535,4.18373,3.07817,1.10556,-4.67881,,,,Huan Tran (huan.tran@uconn.edu),\,
757,Sn2C8Cl4H16,Sn2C8Cl4H16,organometallic_polymer_crystal,30,4,VASP-5.X,PAW,3.4979,4.27016,3.1424,1.12777,-4.68837,,,,Huan Tran (huan.tran@uconn.edu),\,
756,Sn2C4Cl4H8,Sn2C4Cl4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,1.8552,7.39475,4.49526,2.89948,-4.37606,,,,Huan Tran (huan.tran@uconn.edu),\,
755,Sn2C4Cl4H8,Sn2C4Cl4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,1.3641,10.1928,5.73722,4.45559,-4.37776,,,,Huan Tran (huan.tran@uconn.edu),\,
754,Sn2C4Cl4H8,Sn2C4Cl4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,1.5618,8.68304,5.28326,3.39977,-4.38736,,,,Huan Tran (huan.tran@uconn.edu),\,
753,Sn2C4Cl4H8,Sn2C4Cl4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,1.4067,8.89609,5.82031,3.07578,-4.39121,,,,Huan Tran (huan.tran@uconn.edu),\,
752,Sn2C4Cl4H8,Sn2C4Cl4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,1.6974,7.6644,4.9705,2.6939,-4.39001,,,,Huan Tran (huan.tran@uconn.edu),\,
751,Sn2C4Cl4H8,Sn2C4Cl4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,1.7175,8.07987,5.0023,3.07757,-4.39652,,,,Huan Tran (huan.tran@uconn.edu),\,
750,Sn2C4Cl4H8,Sn2C4Cl4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,1.6918,8.18351,5.17933,3.00418,-4.39684,,,,Huan Tran (huan.tran@uconn.edu),\,
749,Sn2C4Cl4H8,Sn2C4Cl4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,1.5282,7.60279,5.33122,2.27157,-4.40026,,,,Huan Tran (huan.tran@uconn.edu),\,
748,Sn2C4Cl4H8,Sn2C4Cl4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,1.9339,28.3289,5.2858,23.0431,-4.39747,,,,Huan Tran (huan.tran@uconn.edu),\,
747,Sn2C4Cl4H8,Sn2C4Cl4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,1.9354,34.4768,5.28442,29.1924,-4.39744,,,,Huan Tran (huan.tran@uconn.edu),\,
746,Sn2C4Cl4H8,Sn2C4Cl4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,2.1858,5.9096,3.84944,2.06016,-4.38712,,,,Huan Tran (huan.tran@uconn.edu),\,
745,Sn2C4Cl4H8,Sn2C4Cl4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,2.2718,5.84143,3.95938,1.88204,-4.38792,,,,Huan Tran (huan.tran@uconn.edu),\,
744,Sn2C4Cl4H8,Sn2C4Cl4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,1.8885,10.5575,4.25947,6.29799,-4.40301,,,,Huan Tran (huan.tran@uconn.edu),\,
743,Sn2C4Cl4H8,Sn2C4Cl4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,1.9529,33.9705,5.2836,28.6869,-4.3974,,,,Huan Tran (huan.tran@uconn.edu),\,
742,Sn2C4Cl4H8,Sn2C4Cl4H8,organometallic_polymer_crystal,18,4,VASP-5.X,PAW,1.9396,34.9137,5.274,29.6397,-4.39741,,,,Huan Tran (huan.tran@uconn.edu),\,
741,C12H20O4Cd,C12H20O4Cd1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,2.3038,4.1984,2.94219,1.2562,-5.28723,,,,Huan Tran (huan.tran@uconn.edu),\,
740,C12H20O4Cd,C12H20O4Cd1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.3291,12.4915,2.95393,9.5376,-5.3379,,,,Huan Tran (huan.tran@uconn.edu),\,
739,C12H20O4Cd,C12H20O4Cd1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.873,4.57577,2.90673,1.66904,-5.34909,,,,Huan Tran (huan.tran@uconn.edu),\,
738,C12H20O4Cd,C12H20O4Cd1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.5017,4.27336,2.91112,1.36224,-5.34753,,,,Huan Tran (huan.tran@uconn.edu),\,
737,C12H20O4Cd,C12H20O4Cd1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.848,4.93717,2.93137,2.0058,-5.35109,,,,Huan Tran (huan.tran@uconn.edu),\,
736,C12H20O4Cd,C12H20O4Cd1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.5077,4.92225,2.91814,2.00412,-5.34854,,,,Huan Tran (huan.tran@uconn.edu),\,
735,C12H20O4Cd,C12H20O4Cd1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.9535,4.19664,2.84647,1.35017,-5.35484,,,,Huan Tran (huan.tran@uconn.edu),\,
734,C12H20O4Cd,C12H20O4Cd1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.6248,7.36666,2.96375,4.40292,-5.35041,,,,Huan Tran (huan.tran@uconn.edu),\,
733,C12H20O4Cd,C12H20O4Cd1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.9709,4.53945,2.88358,1.65587,-5.34898,,,,Huan Tran (huan.tran@uconn.edu),\,
732,C12H20O4Cd,C12H20O4Cd1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.5426,4.90427,2.92722,1.97705,-5.34868,,,,Huan Tran (huan.tran@uconn.edu),\,
731,C12H20O4Cd,C12H20O4Cd1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.8419,4.78738,2.93486,1.85252,-5.35089,,,,Huan Tran (huan.tran@uconn.edu),\,
730,C12H20O4Cd,C12H20O4Cd1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,3.9996,4.20085,2.86588,1.33497,-5.35452,,,,Huan Tran (huan.tran@uconn.edu),\,
729,C12H20O4Cd,C12H20O4Cd1,organometallic_polymer_crystal,37,4,VASP-5.X,PAW,4.0157,4.76381,2.89897,1.86483,-5.35601,,,,Huan Tran (huan.tran@uconn.edu),\,
728,C11H18O4Cd,C11H18O4Cd1,organometallic_polymer_crystal,34,4,VASP-5.X,PAW,3.2747,4.29203,2.98846,1.30357,-5.32587,,,,Huan Tran (huan.tran@uconn.edu),\,
727,C11H18O4Cd,C11H18O4Cd1,organometallic_polymer_crystal,34,4,VASP-5.X,PAW,2.1851,4.72934,2.94471,1.78463,-5.32975,,,,Huan Tran (huan.tran@uconn.edu),\,
726,C11H18O4Cd,C11H18O4Cd1,organometallic_polymer_crystal,34,4,VASP-5.X,PAW,3.7687,4.75545,2.9246,1.83085,-5.36221,,,,Huan Tran (huan.tran@uconn.edu),\,
725,C11H18O4Cd,C11H18O4Cd1,organometallic_polymer_crystal,34,4,VASP-5.X,PAW,3.868,4.77703,2.93125,1.84578,-5.36356,,,,Huan Tran (huan.tran@uconn.edu),\,
724,C11H18O4Cd,C11H18O4Cd1,organometallic_polymer_crystal,34,4,VASP-5.X,PAW,3.6506,4.53056,2.9501,1.58046,-5.36178,,,,Huan Tran (huan.tran@uconn.edu),\,
723,C11H18O4Cd,C11H18O4Cd1,organometallic_polymer_crystal,34,4,VASP-5.X,PAW,3.7738,4.38297,2.94992,1.43305,-5.37011,,,,Huan Tran (huan.tran@uconn.edu),\,
722,C11H18O4Cd,C11H18O4Cd1,organometallic_polymer_crystal,34,4,VASP-5.X,PAW,3.6132,4.62989,2.94839,1.6815,-5.3661,,,,Huan Tran (huan.tran@uconn.edu),\,
721,C11H18O4Cd,C11H18O4Cd1,organometallic_polymer_crystal,34,4,VASP-5.X,PAW,3.7429,4.39624,2.94896,1.44728,-5.37011,,,,Huan Tran (huan.tran@uconn.edu),\,
720,C11H18O4Cd,C11H18O4Cd1,organometallic_polymer_crystal,34,4,VASP-5.X,PAW,3.8811,4.81924,2.93115,1.88809,-5.36568,,,,Huan Tran (huan.tran@uconn.edu),\,
719,C11H18O4Cd,C11H18O4Cd1,organometallic_polymer_crystal,34,4,VASP-5.X,PAW,3.9267,4.58039,2.93221,1.64818,-5.36977,,,,Huan Tran (huan.tran@uconn.edu),\,
718,C11H18O4Cd,C11H18O4Cd1,organometallic_polymer_crystal,34,4,VASP-5.X,PAW,3.7644,4.3829,2.95012,1.43277,-5.37013,,,,Huan Tran (huan.tran@uconn.edu),\,
717,C10H16O4Cd,C10H16O4Cd1,organometallic_polymer_crystal,31,4,VASP-5.X,PAW,3.7483,18.5176,2.9016,15.616,-5.38628,,,,Huan Tran (huan.tran@uconn.edu),\,
716,C10H16O4Cd,C10H16O4Cd1,organometallic_polymer_crystal,31,4,VASP-5.X,PAW,3.6457,4.90759,2.99226,1.91533,-5.37518,,,,Huan Tran (huan.tran@uconn.edu),\,
