14day,wavenumber,intensity,,28 day,wavenumber,intensity
,3587.89,0,,,3587.89,0
,3587.35,0,,,3587.35,0
,3586.81,0,,,3586.81,0
,3586.28,0,,,3586.28,0
,3585.74,0,,,3585.74,0
,3585.2,0,,,3585.2,0
,3584.67,0,,,3584.67,0
,3584.13,0,,,3584.13,0
,3583.6,0,,,3583.6,0
,3583.06,0,,,3583.06,0
,3582.52,0,,,3582.52,0
,3581.98,0,,,3581.98,0
,3581.45,0,,,3581.45,0
,3580.91,0,,,3580.91,0
,3580.37,0,,,3580.37,0
,3579.84,0,,,3579.84,0
,3579.3,0,,,3579.3,0
,3578.76,0,,,3578.76,0
,3578.22,0,,,3578.22,0
,3577.69,0,,,3577.69,0
,3577.15,0,,,3577.15,0
,3576.61,0,,,3576.61,0
,3576.07,0,,,3576.07,0
,3575.54,0,,,3575.54,0
,3575,0,,,3575,0
,3574.46,0,,,3574.46,0
,3573.92,0,,,3573.92,0
,3573.38,0,,,3573.38,0
,3572.85,0,,,3572.85,0
,3572.31,0,,,3572.31,0
,3571.77,0,,,3571.77,0
,3571.23,0,,,3571.23,0
,3570.69,0,,,3570.69,0
,3570.15,0,,,3570.15,0
,3569.61,0,,,3569.61,0
,3569.08,0,,,3569.08,0
,3568.54,0,,,3568.54,0
,3568,0,,,3568,0
,3567.46,0,,,3567.46,0
,3566.92,0,,,3566.92,0
,3566.38,0,,,3566.38,0
,3565.84,0,,,3565.84,0
,3565.3,0,,,3565.3,0
,3564.76,0,,,3564.76,0
,3564.22,0,,,3564.22,0
,3563.68,0,,,3563.68,0
,3563.14,0,,,3563.14,0
,3562.6,0,,,3562.6,0
,3562.06,0,,,3562.06,0
,3561.52,0,,,3561.52,0
,3560.98,0,,,3560.98,0
,3560.44,0,,,3560.44,0
,3559.9,0,,,3559.9,0
,3559.36,0,,,3559.36,0
,3558.82,0,,,3558.82,0
,3558.28,0,,,3558.28,0
,3557.74,0,,,3557.74,0
,3557.2,0,,,3557.2,0
,3556.66,0,,,3556.66,0
,3556.12,0,,,3556.12,0
,3555.58,0,,,3555.58,0
,3555.04,0,,,3555.04,0
,3554.5,0,,,3554.5,0
,3553.96,0,,,3553.96,0
,3553.42,0,,,3553.42,0
,3552.87,0,,,3552.87,0
,3552.33,0,,,3552.33,0
,3551.79,0,,,3551.79,0
,3551.25,0,,,3551.25,0
,3550.71,0,,,3550.71,0
,3550.17,0,,,3550.17,0
,3549.63,0,,,3549.63,0
,3549.08,0,,,3549.08,0
,3548.54,0,,,3548.54,0
,3548,0,,,3548,0
,3547.46,0,,,3547.46,0
,3546.92,0,,,3546.92,0
,3546.37,0,,,3546.37,0
,3545.83,0,,,3545.83,0
,3545.29,0,,,3545.29,0
,3544.75,0,,,3544.75,0
,3544.21,0,,,3544.21,0
,3543.66,0,,,3543.66,0
,3543.12,0,,,3543.12,0
,3542.58,0,,,3542.58,0
,3542.03,0,,,3542.03,0
,3541.49,0,,,3541.49,0
,3540.95,0,,,3540.95,0
,3540.41,0,,,3540.41,0
,3539.86,0,,,3539.86,0
,3539.32,0,,,3539.32,0
,3538.78,0,,,3538.78,0
,3538.23,0,,,3538.23,0
,3537.69,0,,,3537.69,0
,3537.15,0,,,3537.15,0
,3536.6,0,,,3536.6,0
,3536.06,0,,,3536.06,0
,3535.52,0,,,3535.52,0
,3534.97,0,,,3534.97,0
,3534.43,0,,,3534.43,0
,3533.88,0,,,3533.88,0
,3533.34,0,,,3533.34,0
,3532.8,0,,,3532.8,0
,3532.25,0,,,3532.25,0
,3531.71,0,,,3531.71,0
,3531.16,0,,,3531.16,0
,3530.62,0,,,3530.62,0
,3530.07,0,,,3530.07,0
,3529.53,0,,,3529.53,0
,3528.98,0,,,3528.98,0
,3528.44,0,,,3528.44,0
,3527.89,0,,,3527.89,0
,3527.35,0,,,3527.35,0
,3526.8,0,,,3526.8,0
,3526.26,0,,,3526.26,0
,3525.71,0,,,3525.71,0
,3525.17,0,,,3525.17,0
,3524.62,0,,,3524.62,0
,3524.08,0,,,3524.08,0
,3523.53,0,,,3523.53,0
,3522.99,0,,,3522.99,0
,3522.44,0,,,3522.44,0
,3521.9,0,,,3521.9,0
,3521.35,0,,,3521.35,0
,3520.8,0,,,3520.8,0
,3520.26,0,,,3520.26,0
,3519.71,0,,,3519.71,0
,3519.17,0,,,3519.17,0
,3518.62,0,,,3518.62,0
,3518.07,0,,,3518.07,0
,3517.53,0,,,3517.53,0
,3516.98,0,,,3516.98,0
,3516.43,0,,,3516.43,0
,3515.89,0,,,3515.89,0
,3515.34,0,,,3515.34,0
,3514.79,0,,,3514.79,0
,3514.25,0,,,3514.25,0
,3513.7,0,,,3513.7,0
,3513.15,0,,,3513.15,0
,3512.61,0,,,3512.61,0
,3512.06,0,,,3512.06,0
,3511.51,0,,,3511.51,0
,3510.96,0,,,3510.96,0
,3510.42,0,,,3510.42,0
,3509.87,0,,,3509.87,0
,3509.32,0,,,3509.32,0
,3508.77,0,,,3508.77,0
,3508.23,0,,,3508.23,0
,3507.68,0,,,3507.68,0
,3507.13,0,,,3507.13,0
,3506.58,0,,,3506.58,0
,3506.04,0,,,3506.04,0
,3505.49,0,,,3505.49,0
,3504.94,0,,,3504.94,0
,3504.39,0,,,3504.39,0
,3503.84,0,,,3503.84,0
,3503.29,0,,,3503.29,0
,3502.75,0,,,3502.75,0
,3502.2,0,,,3502.2,0
,3501.65,0,,,3501.65,0
,3501.1,0,,,3501.1,0
,3500.55,0,,,3500.55,0
,3500,0,,,3500,0
,3499.45,0,,,3499.45,0
,3498.9,0,,,3498.9,0
,3498.35,0,,,3498.35,0
,3497.8,0,,,3497.8,0
,3497.26,0,,,3497.26,0
,3496.71,0,,,3496.71,0
,3496.16,0,,,3496.16,0
,3495.61,0,,,3495.61,0
,3495.06,0,,,3495.06,0
,3494.51,0,,,3494.51,0
,3493.96,0,,,3493.96,0
,3493.41,0,,,3493.41,0
,3492.86,0,,,3492.86,0
,3492.31,0,,,3492.31,0
,3491.76,0,,,3491.76,0
,3491.21,0,,,3491.21,0
,3490.66,0,,,3490.66,0
,3490.11,0,,,3490.11,0
,3489.56,0,,,3489.56,0
,3489,0,,,3489,0
,3488.45,0,,,3488.45,0
,3487.9,0,,,3487.9,0
,3487.35,0,,,3487.35,0
,3486.8,0,,,3486.8,0
,3486.25,0,,,3486.25,0
,3485.7,0,,,3485.7,0
,3485.15,0,,,3485.15,0
,3484.6,0,,,3484.6,0
,3484.05,0,,,3484.05,0
,3483.49,0,,,3483.49,0
,3482.94,0,,,3482.94,0
,3482.39,0,,,3482.39,0
,3481.84,0,,,3481.84,0
,3481.29,0,,,3481.29,0
,3480.74,0,,,3480.74,0
,3480.18,0,,,3480.18,0
,3479.63,0,,,3479.63,0
,3479.08,0,,,3479.08,0
,3478.53,0,,,3478.53,0
,3477.98,0,,,3477.98,0
,3477.42,0,,,3477.42,0
,3476.87,0,,,3476.87,0
,3476.32,0,,,3476.32,0
,3475.77,0,,,3475.77,0
,3475.21,0,,,3475.21,0
,3474.66,0,,,3474.66,0
,3474.11,0,,,3474.11,0
,3473.56,0,,,3473.56,0
,3473,0,,,3473,0
,3472.45,0,,,3472.45,0
,3471.9,0,,,3471.9,0
,3471.34,0,,,3471.34,0
,3470.79,0,,,3470.79,0
,3470.24,0,,,3470.24,0
,3469.68,0,,,3469.68,0
,3469.13,0,,,3469.13,0
,3468.58,0,,,3468.58,0
,3468.02,0,,,3468.02,0
,3467.47,0,,,3467.47,0
,3466.91,0,,,3466.91,0
,3466.36,0,,,3466.36,0
,3465.81,0,,,3465.81,0
,3465.25,0,,,3465.25,0
,3464.7,0,,,3464.7,0
,3464.14,0,,,3464.14,0
,3463.59,0,,,3463.59,0
,3463.04,0,,,3463.04,0
,3462.48,0,,,3462.48,0
,3461.93,0,,,3461.93,0
,3461.37,0,,,3461.37,0
,3460.82,0,,,3460.82,0
,3460.26,0,,,3460.26,0
,3459.71,0,,,3459.71,0
,3459.15,0,,,3459.15,0
,3458.6,0,,,3458.6,0
,3458.04,0,,,3458.04,0
,3457.49,0,,,3457.49,0
,3456.93,0,,,3456.93,0
,3456.38,0,,,3456.38,0
,3455.82,0,,,3455.82,0
,3455.27,0,,,3455.27,0
,3454.71,0,,,3454.71,0
,3454.15,0,,,3454.15,0
,3453.6,0,,,3453.6,0
,3453.04,0,,,3453.04,0
,3452.49,0,,,3452.49,0
,3451.93,0,,,3451.93,0
,3451.37,0,,,3451.37,0
,3450.82,0,,,3450.82,0
,3450.26,0,,,3450.26,0
,3449.7,0,,,3449.7,0
,3449.15,0,,,3449.15,0
,3448.59,0,,,3448.59,0
,3448.04,0,,,3448.04,0
,3447.48,0,,,3447.48,0
,3446.92,0,,,3446.92,0
,3446.36,0,,,3446.36,0
,3445.81,0,,,3445.81,0
,3445.25,0,,,3445.25,0
,3444.69,0,,,3444.69,0
,3444.14,0,,,3444.14,0
,3443.58,0,,,3443.58,0
,3443.02,0,,,3443.02,0
,3442.46,0,,,3442.46,0
,3441.91,0,,,3441.91,0
,3441.35,0,,,3441.35,0
,3440.79,0,,,3440.79,0
,3440.23,0,,,3440.23,0
,3439.68,0,,,3439.68,0
,3439.12,0,,,3439.12,0
,3438.56,0,,,3438.56,0
,3438,0,,,3438,0
,3437.44,0,,,3437.44,0
,3436.88,0,,,3436.88,0
,3436.33,0,,,3436.33,0
,3435.77,0,,,3435.77,0
,3435.21,0,,,3435.21,0
,3434.65,0,,,3434.65,0
,3434.09,0,,,3434.09,0
,3433.53,0,,,3433.53,0
,3432.97,0,,,3432.97,0
,3432.42,0,,,3432.42,0
,3431.86,0,,,3431.86,0
,3431.3,0,,,3431.3,0
,3430.74,0,,,3430.74,0
,3430.18,0,,,3430.18,0
,3429.62,0,,,3429.62,0
,3429.06,0,,,3429.06,0
,3428.5,0,,,3428.5,0
,3427.94,0,,,3427.94,0
,3427.38,0,,,3427.38,0
,3426.82,0,,,3426.82,0
,3426.26,0,,,3426.26,0
,3425.7,0,,,3425.7,0
,3425.14,0,,,3425.14,0
,3424.58,0,,,3424.58,0
,3424.02,0,,,3424.02,0
,3423.46,0,,,3423.46,0
,3422.9,0,,,3422.9,0
,3422.34,0,,,3422.34,0
,3421.78,0,,,3421.78,0
,3421.22,0,,,3421.22,0
,3420.66,0,,,3420.66,0
,3420.1,0,,,3420.1,0
,3419.54,0,,,3419.54,0
,3418.98,0,,,3418.98,0
,3418.41,0,,,3418.41,0
,3417.85,0,,,3417.85,0
,3417.29,0,,,3417.29,0
,3416.73,0,,,3416.73,0
,3416.17,0,,,3416.17,0
,3415.61,0,,,3415.61,0
,3415.05,0,,,3415.05,0
,3414.49,0,,,3414.49,0
,3413.92,0,,,3413.92,0
,3413.36,0,,,3413.36,0
,3412.8,0,,,3412.8,0
,3412.24,0,,,3412.24,0
,3411.68,0,,,3411.68,0
,3411.11,0,,,3411.11,0
,3410.55,0,,,3410.55,0
,3409.99,0,,,3409.99,0
,3409.43,0,,,3409.43,0
,3408.86,0,,,3408.86,0
,3408.3,0,,,3408.3,0
,3407.74,0,,,3407.74,0
,3407.18,0,,,3407.18,0
,3406.61,0,,,3406.61,0
,3406.05,0,,,3406.05,0
,3405.49,0,,,3405.49,0
,3404.92,0,,,3404.92,0
,3404.36,0,,,3404.36,0
,3403.8,0,,,3403.8,0
,3403.24,0,,,3403.24,0
,3402.67,0,,,3402.67,0
,3402.11,0,,,3402.11,0
,3401.54,0,,,3401.54,0
,3400.98,0,,,3400.98,0
,3400.42,0,,,3400.42,0
,3399.85,0,,,3399.85,0
,3399.29,0,,,3399.29,0
,3398.73,0,,,3398.73,0
,3398.16,0,,,3398.16,0
,3397.6,0,,,3397.6,0
,3397.03,0,,,3397.03,0
,3396.47,0,,,3396.47,0
,3395.9,0,,,3395.9,0
,3395.34,0,,,3395.34,0
,3394.78,0,,,3394.78,0
,3394.21,0,,,3394.21,0
,3393.65,0,,,3393.65,0
,3393.08,0,,,3393.08,0
,3392.52,0,,,3392.52,0
,3391.95,0,,,3391.95,0
,3391.39,0,,,3391.39,0
,3390.82,0,,,3390.82,0
,3390.26,0,,,3390.26,0
,3389.69,0,,,3389.69,0
,3389.13,0,,,3389.13,0
,3388.56,0,,,3388.56,0
,3387.99,0,,,3387.99,0
,3387.43,0,,,3387.43,0
,3386.86,0,,,3386.86,0
,3386.3,0,,,3386.3,0
,3385.73,0,,,3385.73,0
,3385.17,0,,,3385.17,0
,3384.6,0,,,3384.6,0
,3384.03,0,,,3384.03,0
,3383.47,0,,,3383.47,0
,3382.9,0,,,3382.9,0
,3382.33,0,,,3382.33,0
,3381.77,0,,,3381.77,0
,3381.2,0,,,3381.2,0
,3380.63,0,,,3380.63,0
,3380.07,0,,,3380.07,0
,3379.5,0,,,3379.5,0
,3378.93,0,,,3378.93,0
,3378.37,0,,,3378.37,0
,3377.8,0,,,3377.8,0
,3377.23,0,,,3377.23,0
,3376.67,0,,,3376.67,0
,3376.1,0,,,3376.1,0
,3375.53,0,,,3375.53,0
,3374.96,0,,,3374.96,0
,3374.4,0,,,3374.4,0
,3373.83,0,,,3373.83,0
,3373.26,0,,,3373.26,0
,3372.69,0,,,3372.69,0
,3372.12,0,,,3372.12,0
,3371.56,0,,,3371.56,0
,3370.99,0,,,3370.99,0
,3370.42,0,,,3370.42,0
,3369.85,0,,,3369.85,0
,3369.28,0,,,3369.28,0
,3368.72,0,,,3368.72,0
,3368.15,0,,,3368.15,0
,3367.58,0,,,3367.58,0
,3367.01,0,,,3367.01,0
,3366.44,0,,,3366.44,0
,3365.87,0,,,3365.87,0
,3365.3,0,,,3365.3,0
,3364.73,0,,,3364.73,0
,3364.17,0,,,3364.17,0
,3363.6,0,,,3363.6,0
,3363.03,0,,,3363.03,0
,3362.46,0,,,3362.46,0
,3361.89,0,,,3361.89,0
,3361.32,0,,,3361.32,0
,3360.75,0,,,3360.75,0
,3360.18,0,,,3360.18,0
,3359.61,0,,,3359.61,0
,3359.04,0,,,3359.04,0
,3358.47,0,,,3358.47,0
,3357.9,0,,,3357.9,0
,3357.33,0,,,3357.33,0
,3356.76,0,,,3356.76,0
,3356.19,0,,,3356.19,0
,3355.62,0,,,3355.62,0
,3355.05,0,,,3355.05,0
,3354.48,0,,,3354.48,0
,3353.91,0,,,3353.91,0
,3353.34,0,,,3353.34,0
,3352.77,0,,,3352.77,0
,3352.19,0,,,3352.19,0
,3351.62,0,,,3351.62,0
,3351.05,0,,,3351.05,0
,3350.48,0,,,3350.48,0
,3349.91,0,,,3349.91,0
,3349.34,0,,,3349.34,0
,3348.77,0,,,3348.77,0
,3348.2,0,,,3348.2,0
,3347.62,0,,,3347.62,0
,3347.05,0,,,3347.05,0
,3346.48,0,,,3346.48,0
,3345.91,0,,,3345.91,0
,3345.34,0,,,3345.34,0
,3344.76,0,,,3344.76,0
,3344.19,0,,,3344.19,0
,3343.62,0,,,3343.62,0
,3343.05,0,,,3343.05,0
,3342.48,0,,,3342.48,0
,3341.9,0,,,3341.9,0
,3341.33,0,,,3341.33,0
,3340.76,0,,,3340.76,0
,3340.19,0,,,3340.19,0
,3339.61,0,,,3339.61,0
,3339.04,0,,,3339.04,0
,3338.47,0,,,3338.47,0
,3337.89,0,,,3337.89,0
,3337.32,0,,,3337.32,0
,3336.75,0,,,3336.75,0
,3336.17,0,,,3336.17,0
,3335.6,0,,,3335.6,0
,3335.03,0,,,3335.03,0
,3334.45,0,,,3334.45,0
,3333.88,0,,,3333.88,0
,3333.31,0,,,3333.31,0
,3332.73,0,,,3332.73,0
,3332.16,0,,,3332.16,0
,3331.59,0,,,3331.59,0
,3331.01,0,,,3331.01,0
,3330.44,0,,,3330.44,0
,3329.86,0,,,3329.86,0
,3329.29,0,,,3329.29,0
,3328.71,0,,,3328.71,0
,3328.14,0,,,3328.14,0
,3327.56,0,,,3327.56,0
,3326.99,0,,,3326.99,0
,3326.42,0,,,3326.42,0
,3325.84,0,,,3325.84,0
,3325.27,0,,,3325.27,0
,3324.69,0,,,3324.69,0
,3324.12,0,,,3324.12,0
,3323.54,0,,,3323.54,0
,3322.97,0,,,3322.97,0
,3322.39,0,,,3322.39,0
,3321.81,0,,,3321.81,0
,3321.24,0,,,3321.24,0
,3320.66,0,,,3320.66,0
,3320.09,0,,,3320.09,0
,3319.51,0,,,3319.51,0
,3318.94,0,,,3318.94,0
,3318.36,0,,,3318.36,0
,3317.78,0,,,3317.78,0
,3317.21,0,,,3317.21,0
,3316.63,0,,,3316.63,0
,3316.06,0,,,3316.06,0
,3315.48,0,,,3315.48,0
,3314.9,0,,,3314.9,0
,3314.33,0,,,3314.33,0
,3313.75,0,,,3313.75,0
,3313.17,0,,,3313.17,0
,3312.6,0,,,3312.6,0
,3312.02,0,,,3312.02,0
,3311.44,0,,,3311.44,0
,3310.86,0,,,3310.86,0
,3310.29,0,,,3310.29,0
,3309.71,0,,,3309.71,0
,3309.13,0,,,3309.13,0
,3308.56,0,,,3308.56,0
,3307.98,0,,,3307.98,0
,3307.4,0,,,3307.4,0
,3306.82,0,,,3306.82,0
,3306.25,0,,,3306.25,0
,3305.67,0,,,3305.67,0
,3305.09,0,,,3305.09,0
,3304.51,0,,,3304.51,0
,3303.93,0,,,3303.93,0
,3303.36,0,,,3303.36,0
,3302.78,0,,,3302.78,0
,3302.2,0,,,3302.2,0
,3301.62,0,,,3301.62,0
,3301.04,0,,,3301.04,0
,3300.46,0,,,3300.46,0
,3299.88,0,,,3299.88,0
,3299.31,0,,,3299.31,0
,3298.73,0,,,3298.73,0
,3298.15,0,,,3298.15,0
,3297.57,0,,,3297.57,0
,3296.99,0,,,3296.99,0
,3296.41,0,,,3296.41,0
,3295.83,0,,,3295.83,0
,3295.25,0,,,3295.25,0
,3294.67,0,,,3294.67,0
,3294.09,0,,,3294.09,0
,3293.51,0,,,3293.51,0
,3292.93,0,,,3292.93,0
,3292.35,0,,,3292.35,0
,3291.77,0,,,3291.77,0
,3291.19,0,,,3291.19,0
,3290.61,0,,,3290.61,0
,3290.03,0,,,3290.03,0
,3289.45,0,,,3289.45,0
,3288.87,0,,,3288.87,0
,3288.29,0,,,3288.29,0
,3287.71,0,,,3287.71,0
,3287.13,0,,,3287.13,0
,3286.55,0,,,3286.55,0
,3285.97,0,,,3285.97,0
,3285.39,0,,,3285.39,0
,3284.81,0,,,3284.81,0
,3284.23,0,,,3284.23,0
,3283.64,0,,,3283.64,0
,3283.06,0,,,3283.06,0
,3282.48,0,,,3282.48,0
,3281.9,0,,,3281.9,0
,3281.32,0,,,3281.32,0
,3280.74,0,,,3280.74,0
,3280.16,0,,,3280.16,0
,3279.57,0,,,3279.57,0
,3278.99,0,,,3278.99,0
,3278.41,0,,,3278.41,0
,3277.83,0,,,3277.83,0
,3277.25,0,,,3277.25,0
,3276.66,0,,,3276.66,0
,3276.08,0,,,3276.08,0
,3275.5,0,,,3275.5,0
,3274.92,0,,,3274.92,0
,3274.33,0,,,3274.33,0
,3273.75,0,,,3273.75,0
,3273.17,0,,,3273.17,0
,3272.59,0,,,3272.59,0
,3272,0,,,3272,0
,3271.42,0,,,3271.42,0
,3270.84,0,,,3270.84,0
,3270.25,0,,,3270.25,0
,3269.67,0,,,3269.67,0
,3269.09,0,,,3269.09,0
,3268.5,0,,,3268.5,0
,3267.92,0,,,3267.92,0
,3267.34,0,,,3267.34,0
,3266.75,0,,,3266.75,0
,3266.17,0,,,3266.17,0
,3265.59,0,,,3265.59,0
,3265,0,,,3265,0
,3264.42,0,,,3264.42,0
,3263.83,0,,,3263.83,0
,3263.25,0,,,3263.25,0
,3262.67,0,,,3262.67,0
,3262.08,0,,,3262.08,0
,3261.5,0,,,3261.5,0
,3260.91,0,,,3260.91,0
,3260.33,0,,,3260.33,0
,3259.74,0,,,3259.74,0
,3259.16,0,,,3259.16,0
,3258.57,0,,,3258.57,0
,3257.99,0,,,3257.99,0
,3257.4,0,,,3257.4,0
,3256.82,0,,,3256.82,0
,3256.23,0,,,3256.23,0
,3255.65,0,,,3255.65,0
,3255.06,0,,,3255.06,0
,3254.48,0,,,3254.48,0
,3253.89,0,,,3253.89,0
,3253.3,0,,,3253.3,0
,3252.72,0,,,3252.72,0
,3252.13,0,,,3252.13,0
,3251.55,0,,,3251.55,0
,3250.96,0,,,3250.96,0
,3250.37,0,,,3250.37,0
,3249.79,0,,,3249.79,0
,3249.2,0,,,3249.2,0
,3248.62,0,,,3248.62,0
,3248.03,0,,,3248.03,0
,3247.44,0,,,3247.44,0
,3246.86,0,,,3246.86,0
,3246.27,0,,,3246.27,0
,3245.68,0,,,3245.68,0
,3245.09,0,,,3245.09,0
,3244.51,0,,,3244.51,0
,3243.92,0,,,3243.92,0
,3243.33,0,,,3243.33,0
,3242.75,0,,,3242.75,0
,3242.16,0,,,3242.16,0
,3241.57,0,,,3241.57,0
,3240.98,0,,,3240.98,0
,3240.4,0,,,3240.4,0
,3239.81,0,,,3239.81,0
,3239.22,0,,,3239.22,0
,3238.63,0,,,3238.63,0
,3238.04,0,,,3238.04,0
,3237.46,0,,,3237.46,0
,3236.87,0,,,3236.87,0
,3236.28,0,,,3236.28,0
,3235.69,0,,,3235.69,0
,3235.1,0,,,3235.1,0
,3234.51,0,,,3234.51,0
,3233.93,0,,,3233.93,0
,3233.34,0,,,3233.34,0
,3232.75,0,,,3232.75,0
,3232.16,0,,,3232.16,0
,3231.57,0,,,3231.57,0
,3230.98,0,,,3230.98,0
,3230.39,0,,,3230.39,0
,3229.8,0,,,3229.8,0
,3229.21,0,,,3229.21,0
,3228.62,0,,,3228.62,0
,3228.04,0,,,3228.04,0
,3227.45,0,,,3227.45,0
,3226.86,0,,,3226.86,0
,3226.27,0,,,3226.27,0
,3225.68,0,,,3225.68,0
,3225.09,0,,,3225.09,0
,3224.5,0,,,3224.5,0
,3223.91,0,,,3223.91,0
,3223.32,0,,,3223.32,0
,3222.73,0,,,3222.73,0
,3222.14,0,,,3222.14,0
,3221.54,0,,,3221.54,0
,3220.95,0,,,3220.95,0
,3220.36,0,,,3220.36,0
,3219.77,0,,,3219.77,0
,3219.18,0,,,3219.18,0
,3218.59,0,,,3218.59,0
,3218,0,,,3218,0
,3217.41,0,,,3217.41,0
,3216.82,0,,,3216.82,0
,3216.23,0,,,3216.23,0
,3215.63,0,,,3215.63,0
,3215.04,0,,,3215.04,0
,3214.45,0,,,3214.45,0
,3213.86,0,,,3213.86,0
,3213.27,0,,,3213.27,0
,3212.68,0,,,3212.68,0
,3212.08,0,,,3212.08,0
,3211.49,0,,,3211.49,0
,3210.9,0,,,3210.9,0
,3210.31,0,,,3210.31,0
,3209.72,0,,,3209.72,0
,3209.12,0,,,3209.12,0
,3208.53,0,,,3208.53,0
,3207.94,0,,,3207.94,0
,3207.35,0,,,3207.35,0
,3206.75,0,,,3206.75,0
,3206.16,0,,,3206.16,0
,3205.57,0,,,3205.57,0
,3204.97,0,,,3204.97,0
,3204.38,0,,,3204.38,0
,3203.79,0,,,3203.79,0
,3203.2,0,,,3203.2,0
,3202.6,0,,,3202.6,0
,3202.01,0,,,3202.01,0
,3201.41,0,,,3201.41,0
,3200.82,0,,,3200.82,0
,3200.23,0,,,3200.23,0
,3199.63,0,,,3199.63,0
,3199.04,0,,,3199.04,0
,3198.45,0,,,3198.45,0
,3197.85,0,,,3197.85,0
,3197.26,0,,,3197.26,0
,3196.66,0,,,3196.66,0
,3196.07,0,,,3196.07,0
,3195.47,0,,,3195.47,0
,3194.88,0,,,3194.88,0
,3194.29,0,,,3194.29,0
,3193.69,0,,,3193.69,0
,3193.1,0,,,3193.1,0
,3192.5,0,,,3192.5,0
,3191.91,0,,,3191.91,0
,3191.31,0,,,3191.31,0
,3190.72,0,,,3190.72,0
,3190.12,0,,,3190.12,0
,3189.53,0,,,3189.53,0
,3188.93,0,,,3188.93,0
,3188.33,0,,,3188.33,0
,3187.74,0,,,3187.74,0
,3187.14,0,,,3187.14,0
,3186.55,0,,,3186.55,0
,3185.95,0,,,3185.95,0
,3185.36,0,,,3185.36,0
,3184.76,0,,,3184.76,0
,3184.16,0,,,3184.16,0
,3183.57,0,,,3183.57,0
,3182.97,0,,,3182.97,0
,3182.37,0,,,3182.37,0
,3181.78,0,,,3181.78,0
,3181.18,0,,,3181.18,0
,3180.58,0,,,3180.58,0
,3179.99,0,,,3179.99,0
,3179.39,0,,,3179.39,0
,3178.79,0,,,3178.79,0
,3178.2,0,,,3178.2,0
,3177.6,0,,,3177.6,0
,3177,0,,,3177,0
,3176.41,0,,,3176.41,0
,3175.81,0,,,3175.81,0
,3175.21,0,,,3175.21,0
,3174.61,0,,,3174.61,0
,3174.02,0,,,3174.02,0
,3173.42,0,,,3173.42,0
,3172.82,0,,,3172.82,0
,3172.22,0,,,3172.22,0
,3171.62,0,,,3171.62,0
,3171.03,0,,,3171.03,0
,3170.43,0,,,3170.43,0
,3169.83,0,,,3169.83,0
,3169.23,0,,,3169.23,0
,3168.63,0,,,3168.63,0
,3168.03,0,,,3168.03,0
,3167.43,0,,,3167.43,0
,3166.84,0,,,3166.84,0
,3166.24,0,,,3166.24,0
,3165.64,0,,,3165.64,0
,3165.04,0,,,3165.04,0
,3164.44,0,,,3164.44,0
,3163.84,0,,,3163.84,0
,3163.24,0,,,3163.24,0
,3162.64,0,,,3162.64,0
,3162.04,0,,,3162.04,0
,3161.44,0,,,3161.44,0
,3160.84,0,,,3160.84,0
,3160.24,0,,,3160.24,0
,3159.64,0,,,3159.64,0
,3159.04,0,,,3159.04,0
,3158.44,0,,,3158.44,0
,3157.84,0,,,3157.84,0
,3157.24,0,,,3157.24,0
,3156.64,0,,,3156.64,0
,3156.04,0,,,3156.04,0
,3155.44,0,,,3155.44,0
,3154.84,0,,,3154.84,0
,3154.24,0,,,3154.24,0
,3153.64,0,,,3153.64,0
,3153.04,0,,,3153.04,0
,3152.44,0,,,3152.44,0
,3151.84,0,,,3151.84,0
,3151.24,0,,,3151.24,0
,3150.64,0,,,3150.64,0
,3150.03,0,,,3150.03,0
,3149.43,0,,,3149.43,0
,3148.83,0,,,3148.83,0
,3148.23,0,,,3148.23,0
,3147.63,0,,,3147.63,0
,3147.03,0,,,3147.03,0
,3146.42,0,,,3146.42,0
,3145.82,0,,,3145.82,0
,3145.22,0,,,3145.22,0
,3144.62,0,,,3144.62,0
,3144.02,0,,,3144.02,0
,3143.41,0,,,3143.41,0
,3142.81,0,,,3142.81,0
,3142.21,0,,,3142.21,0
,3141.61,0,,,3141.61,0
,3141,0,,,3141,0
,3140.4,0,,,3140.4,0
,3139.8,0,,,3139.8,0
,3139.19,0,,,3139.19,0
,3138.59,0,,,3138.59,0
,3137.99,0,,,3137.99,0
,3137.39,0,,,3137.39,0
,3136.78,0,,,3136.78,0
,3136.18,0,,,3136.18,0
,3135.58,0,,,3135.58,0
,3134.97,0,,,3134.97,0
,3134.37,0,,,3134.37,0
,3133.76,0,,,3133.76,0
,3133.16,0,,,3133.16,0
,3132.56,0,,,3132.56,0
,3131.95,0,,,3131.95,0
,3131.35,0,,,3131.35,0
,3130.74,0,,,3130.74,0
,3130.14,0,,,3130.14,0
,3129.54,0,,,3129.54,0
,3128.93,0,,,3128.93,0
,3128.33,0,,,3128.33,0
,3127.72,0,,,3127.72,0
,3127.12,0,,,3127.12,0
,3126.51,0,,,3126.51,0
,3125.91,0,,,3125.91,0
,3125.3,0,,,3125.3,0
,3124.7,0,,,3124.7,0
,3124.09,0,,,3124.09,0
,3123.49,0,,,3123.49,0
,3122.88,0,,,3122.88,0
,3122.27,0,,,3122.27,0
,3121.67,0,,,3121.67,0
,3121.06,0,,,3121.06,0
,3120.46,0,,,3120.46,0
,3119.85,0,,,3119.85,0
,3119.25,0,,,3119.25,0
,3118.64,0,,,3118.64,0
