polymer,synonyms,mol.weight,mp
"Poly(ethylene 2,2'-dibenzoate)",,268.27,130.0
"Poly(methyl-ethylene 2,2'-dibenzoate) (diol)",,282.3,55.0
"Poly(ethylene 3,3'-dibenzoate)",,268.27,122.0
"Poly(methyl-ethylene 3,3'-dibenzoate) (diol)",,282.3,97.0
"Poly(methyl-ethylene 4,4'-dibenzoate) (diol)",,282.3,140.0
"Poly(4,4'-ethylenedibenzoic anhydride)",,252.27,340.0
"Poly(4,4'-ethylenedicyclohexylene dodecanediamide)",,418.66,316.0
"Poly(4,4'-ethylenedicyclohexylene sebacamide)",,390.61,333.0
"Poly[3,3'-(ethylenedioxy)-dibenzoic anhydride]",,284.27,237.0
"Poly[4,4'-(ethylenedioxy)-dibenzoic anhydride]",,284.27,208.0
"Poly[4,4'-(ethylenedioxy)-dibenzoic anhydride]",,284.27,215.0
"Poly[4,4'-(ethylenedioxy)-dibenzoic anhydride]",,284.27,222.0
"Poly[3,3'-dimethoxy-4,4'-(ethylenedioxy)-dibenzoic anhydride]",,344.32,220.0
"Poly[4,4'-(ethylenedioxy)-dibenzoic isophthalic anhydride]",,432.38,140.0
"Poly[4,4'-(ethylenedioxy)-dibenzoic phthalic anhydride]",,432.38,185.0
"Poly[4,4'-(ethylenedioxy)-dibenzoic terephthalic anhydride]",,432.38,209.0
Poly[(ethylenedioxy)-diethylene adipamide],,258.32,160.0
Poly[(ethylenedioxy)-diethylene adipamide],,258.32,190.0
Poly[(ethylenedioxy)-diethylene adipate],,260.29,-30.0
Poly[(ethylenedioxy)-diethylene azelate],,302.37,-40.0
"Poly[(ethylenedioxy)-diethylene 2,2'-dibenzoate]",,356.37,41.0
"Poly[(ethylenedioxy)-diethylene 3,3'-dibenzoate]",,356.37,46.0
"Poly[(ethylenedioxy)-diethylene 4,4'-dibenzoate]",,356.37,93.0
"Poly[4,4'-(ethylenedioxydiethylenedioxy)-diphenylene 3,3',4,4'-(carbonyldiphenylene)tetracarboximide]",,616.58,405.0
Poly[(ethylenedioxy)-diethylene glutarate],,246.26,-28.0
Poly[(ethylenedioxy)-diethylene isophthalate],,280.28,65.0
Poly[(ethylenedioxy)-diethylene malonate],,218.21,-28.0
Poly[(ethylenedioxy)-diethylene oxalate],,204.18,-10.0
Poly[(ethylenedioxy)-diethylene pimelate],,274.32,-37.0
"Poly[(ethylenedioxy)-diethylene 1,4-piperazinediacetamide]",,314.39,115.0
Poly[(ethylenedioxy)-diethylene sebacate],,316.39,29.0
Poly[(ethylenedioxy)-diethylene sebacate],,316.39,35.0
Poly[(ethylenedioxy)-diethylene suberate],,288.34,-36.0
Poly[(ethylenedioxy)-diethylene succinate],,232.23,-18.0
Poly[(ethylenedioxy)-diethylene sulfonyldivalerate,,348.39,27.0
Poly[(ethylenedioxy)-diethylene terephthalate],,280.28,65.0
Poly[(ethylenedioxy)-diethylene thiodivalerate],,348.46,-37.0
Poly[(ethylenedioxy)-diethylene 6-hydroxyundecanediamide] (diacid),,344.45,156.0
"Poly[4,4'-(ethylenedioxy)-diphenylene 3,3',4,4'-(carbonyl-diphenylene)-tetracarboximide]",,528.48,470.0
Poly[(ethylenedioxy)-ditrimethylene adipamide],,286.37,180.0
Poly[(ethylenedioxy)-ditrimethylene azelamide],,328.45,130.0
Poly[(ethylenedioxy)-ditrimethylene sebacamide],,342.48,160.0
Poly[(ethylenedioxy)-ditrimethylene terephthalamide],,306.36,240.0
"Poly(4,4'-ethylenediphenylene adipamide)",,322.41,400.0
"Poly(4,4'-ethylenediphenylene carbonate)",,240.26,300.0
"Poly(4,4'-(ethylenediphenylene)-methylene]",,194.28,255.0
"Poly(4,4'-ethylenediphenylene sebacamide)",,378.52,360.0
Poly( tetramethyl-ethylene disiloxanylenedipropionamide) (silicone),,302.52,55.0
Poly[(ethylenedisulfonyl)-diacetic anhydride],,256.24,185.0
Poly[(ethylenedisulfonyl)-dipropionic anhydride],,284.3,255.0
"Poly[4,4'-(2,2'-ethylenedithiazole)-p-phenylene]",,270.37,265.0
Poly[(ethylenedithio)-diacetic anhydride],,192.25,83.0
Poly[(ethylenedithio)-dipropionic anhydride],,220.3,75.0
Poly(ethylenedithiohexamethylene disulfide),,240.56,102.0
Poly(ethylenedithiohexamethylene disulfide),,240.56,107.0
Poly(ethylene dithioladipate),,204.31,125.0
Poly(ethylene dithiolisophthalate),,224.3,185.0
"Poly(ethylene dithiol-2,5-pyridinedicarboxylate)",,252.29,280.0
Poly(ethylene dithiolterephthalate),,224.29,340.0
Poly(ethylene dithionisophthalate),,224.29,80.0
Poly(ethylene dithiotetramethylene disulfide),,212.4,96.0
Poly(ethylene dithiotetramethylene disulfide),,212.4,88.0
Poly(ethylene dodecanediamide),,254.37,261.0
"Poly[ethylene N,N'-dodecanedioyldi(p-aminobenzoate)]",,494.59,242.0
"Poly[N,N'-diisopropyl-, N,N'-dimethyl-ethylene (ethylenediamino)-dipropionamide]",,340.51,102.0
"Poly(ethylene 4,4'-ethylenedibenzoate)",,296.32,212.0
"Poly(ethylene 4,4'-ethylenedibenzoate)",,296.32,320.0
Poly[ethylene (ethylenedioxy)-diacetamide],,202.21,168.0
"Poly[ethylene 3,3'-(ethylenedioxy)-dibenzoate]",,328.32,141.0
"Poly[ethylene 3,3'-dimethoxy-4,4'-(ethylenedioxy)-dibenzoate]",,388.37,210.0
"Poly[ethylene 4,4'-(ethylenedioxydimethylene)-dibenzoate]",,356.38,135.0
"Poly[ethylene 4,4'-(ethylenedithio)-dibenzoate]",,360.44,190.0
Poly[ethylene (ethylenedithio)-diethylenediurethane],,294.38,168.0
Poly(ethylene fumaramide),,140.14,50.0
Poly(ethylene methylglutarate) (diol),,172.18,-18.0
Poly(ethylene 3-(p-nitro)-glutarate),,279.25,76.0
"Poly(ethylene 2,4-hexadienediamide)",,166.18,61.0
"Poly(ethylene 4,4'-hexamethylenedibenzoate)",,352.43,160.0
Poly[ethylene (hexamethylenedithio)-diethylene-diurethane],,350.49,130.0
Poly(ethylene hexamethylenediurea),,228.3,293.0
Poly(ethylene hexamethylenediurea),,228.3,240.0
Poly(ethylene methylisophthalate) (diol),,206.2,87.0
"Poly(ethylene N,N'-lysyldiurea) methyl ester",,272.3,160.0
"Poly(ethylene 4,4'-methylenedibenzoate)",,282.3,220.0
"Poly(ethylene 4,4'-methylenedibenzoate)",,282.3,320.0
"Poly(ethylene 1,5-naphthalate)",,242.23,230.0
"Poly(ethylene 2,7-naphthalate)",,242.23,270.0
Poly(ethylene oxamide-alt-ethylene sebacamide),,340.42,323.0
Poly(ethylene oxamide-alt-ethylene suberamide),,312.37,348.0
"Poly(1,1-bischloromethylethylene oxide)",,141.0,180.0
Poly(bromomethylethylene oxide) [epibromohydrin],,136.98,112.0
"Poly(cis-1,2-dichloromethylethylene oxide)",,141.0,235.0
"Poly(trans-1,2-dichloromethylethylene oxide)",,141.0,145.0
Poly(fluoromethylethylene oxide),Poly(epifluorohydrin),76.07,68.0
Poly(neopentylethylene oxide),,114.19,82.0
Poly(tetrafluoroethylene oxide),,116.02,42.0
Poly(tetramethylethylene oxide),,100.16,300.0
Poly(ethylene-p-oxy-m-chloro-benzoate),,198.61,285.0
Poly(ethylene-p-oxy-o-chloro-benzoate),,198.61,153.0
Poly(ethylene-p-oxy-m-methyl-benzoate),,178.19,292.0
Poly(ethylene-p-oxy-o-methyl-benzoate),,178.19,157.0
Poly(ethylene oxydiacetate),,160.13,20.0
Poly(methylethylene oxydiacetate) (diol),,174.15,21.0
"Poly(ethylene 4,4'-oxydibenzoate)",,284.27,152.0
"Poly(ethylene 4,4'-oxydibenzoate)",,284.27,134.0
"Poly[ethylene 3,3'-dimethoxy-4,4'-(oxydiethylene)-dioxydibenzoate]",,432.42,118.0
"Poly[ethylene 4,4'-oxydimethylene)-di-2-(1,3-dioxolane)-caprylate]",,500.63,19.0
Poly(ethylene p-oxyphenyleneacetate),,178.19,172.0
Poly(ethyleneoxy-p-phenylene oxide),,136.15,270.0
"Poly[ethylene 4,4'-(pentamethylenedioxy)-dibenzoate]",,370.4,150.0
Poly[ethylene (pentamethylenedithio)-diethylenediurethane],,336.46,126.0
Poly(ethylene p-phenylenediacetate),,220.22,107.0
Poly(ethylene p-phenylenediacetate),,220.22,137.0
Poly(ethylene m-phenylenedisulfonamide),,262.3,182.0
Poly(ethylene phthalamide),,190.2,250.0
Poly(ethylene phthalate),,192.17,104.0
Poly(methylethylene phthalate) (diol),,206.2,50.0
Poly(methylethylene pimelate) (diol),,200.24,-30.0
"Poly(ethylene 1,4-piperazinedipropionamide)",,254.33,231.0
"Poly(N,N'-diisopropyl-ethylene 1,4-piperazinedipropionamide)",,338.5,210.0
"Poly(ethylene 1,4-piperazinedipropionate)",,256.3,93.0
Poly(ethylene sebacamide),,226.32,276.0
Poly(ethylene sebacamide),,226.32,254.0
Poly(ethylene sebacamide),,226.32,280.0
Poly(methylethylene sebacate) (diol),,242.32,-26.0
Poly(ethylene sebacoyldiurea),,312.37,228.0
Poly(ethylene sebacoyldiurethane),,314.34,198.0
Poly(methylethylene suberate) (diol),,214.26,-34.0
Poly(methylethylene succinate) (diol),,158.15,0.0
"Poly(ethylene 4,4'-sulfonyldibenzamide)",,330.36,380.0
Poly(ethylene sulfonyldivalerate),,292.35,86.0
Poly(methylethylene sulfonyldivalerate) (diol),,306.38,68.0
Poly(ethylene terephthalamide),,190.2,455.0
"Poly(N,N'-dimethyl-ethylene terephthalamide)",,218.26,379.0
Poly(chloroethylene terephthalate) (diacid),,226.62,92.0
"Poly(2,5-dichloro-ethylene terephthalate)",,261.06,165.0
"Poly(2,5-dimethyl-ethylene terephthalate)",,220.22,180.0
Poly(methylethylene terephthalate) (diacid),,206.2,70.0
Poly(methylethylene terephthalate) (diol),,206.2,111.0
"Poly[ethylene N,N'-terephthaloyldi(6-aminocaproate)]",,418.49,204.0
"Poly(ethylene 2,5-tetrahydrofurandipropionamide)",,240.3,218.0
"Poly(ethylene 4,4'-tetramethylenedibenzoate)",,324.38,170.0
"Poly[ethylene 3,3'-(tetramethylenedioxy)-dibenzoate]",,356.37,100.0
"Poly[ethylene 4,4'-(tetramethylenedioxy)-dibenzoate]",,356.37,252.0
"Poly[ethylene 3,3'-dimethoxy-4,4'-(tetramethylenedioxy)-dibenzoate]",,416.43,117.0
"Poly[ethylene 4,4'-(tetramethylenediphenylene)-diurethane]",,354.41,274.0
Poly[ethylene (tetramethylenedithio)-diethylene-diurethane],,322.44,126.0
"Poly[ethylene 2,4,8,10-tetraoxa-3,9-spiro(5.5)hendecane-dicaprylate]",,470.6,85.0
"Poly(ethylene 4,4'-thiodibenzoate)",,300.33,200.0
Poly(ethylene thiodienanthamide),,314.49,210.0
Poly(ethylene thiodivaleramide),,258.38,220.0
Poly(ethylene thiodivalerate),,260.35,28.0
Poly(methylethylene thiodivalerate) (diol),,274.38,-34.0
Poly(ethylenethiohexamethylene sulfide),,176.34,86.0
Poly(ethylenethiotetramethylene sulfide),,148.29,89.0
"Poly(1-amino-2,5-ethylene-1,3,4-triazole) (triazole)",,110.12,360.0
"Poly[ethylene 4,4'-(trimethylenedioxy)-dibenzoate]",,342.35,190.0
"Poly[ethylene 3,3'-dimethoxy-4,4'-(trimethylenedioxy)-dibenzoate]",,403.0,105.0
"Poly[ethylene 4,4'-(trimethylenediphenylene)-diurethane]",,340.38,207.0
"Poly(ethylene N,N'-trimethylenediterephthalamate)",,396.4,205.0
Poly(ethylene urea),,86.09,400.0
"Poly(4,4'-ethylidenediphenylene carbonate)",,240.26,195.0
"Poly(phenyl-4,4'-ethylidenediphenylene carbonate)",,316.36,230.0
Poly(ethylidene p-phenylene),,104.15,205.0
Poly(ethylvinyl ether),,72.11,86.0
Poly(2-chloroethylvinyl ether),,106.55,150.0
Poly(2-methoxyethylvinyl ether),,102.13,73.0
"Poly(2,2,2-trifluoroethylvinyl ether)",,126.08,128.0
"Poly(2,5-furandipropionic anhydride)",,194.19,67.0
Poly(furfural-alt-dimethylketene),,166.18,180.0
"Poly(1,4-β-D-glucose tricaprate)",cellulose tricaprate,624.9,88.0
"Poly(1,4-β-D-glucose tricaproate)",cellulose tricaproate,456.58,94.0
"Poly(1,4-β-D-glucose triheptylate)",cellulose triheptylate,498.66,88.0
"Poly(1,4-β-D-glucose trilaurate)",cellulose trilaurate,709.06,91.0
"Poly(1,4-β-D-glucose trimyristate)",cellulose trimyristate,793.22,106.0
"Poly(1,4-β-D-glucose tripalmitate)",cellulose tripalmitate,877.38,105.0
"Poly(1,4-β-D-glucose trivalerate)",cellulose trivalerate,414.5,122.0
"Poly(5-methyl-1,3-heptadiene), 1,4-",isotactic,110.2,180.0
"Poly(trans-1,2-dichloroheptamethylene)",,167.08,53.0
"Poly[4,4'-(heptamethylenedioxy)-diphenyleneoxy-p-xylylene oxide]",,418.54,207.0
Poly(heptamethylene disulfide),,162.31,130.0
"Poly(heptamethylene N,N'-ethylenediterephthalamate)",,452.51,275.0
"Poly(heptamethylene N,N'-hexamethylenediterephthalamate)",,508.61,227.0
Poly(heptamethylene hexamethylenediurea),,298.43,243.0
Poly(dodecylheptamethylene malonamide) (diacid),,366.59,147.0
Poly(trans-heptamethylene 4-octenediamide),I.,266.38,261.0
Poly(heptamethylene 4-octenediamide),II.,266.38,249.0
Poly(heptamethylene oxamide-alt-heptamethylene sebacamide),,480.69,248.0
"Poly(heptamethylene N,N'-pentamethylenediterephthalamate)",,494.59,199.0
Poly(heptamethylene p-phenylenediacetamide),,288.39,234.0
"Poly(4,4-dimethyl-heptamethylene 4,4'-sulfonyldibenzamide)",,428.55,268.0
Poly(heptamethylene terephthalamide),,260.34,328.0
Poly(heptamethylene terephthalamide),,,330.0
Poly(heptamethylene terephthalamide),,,341.0
"Poly(heptamethylene 2,5-tetrahydrofurandipropionamide)",,310.44,148.0
"Poly(heptamethylene N,N'-tetramethylenediterephthalamate)",,480.56,269.0
"Poly(1-amino-2,5-heptamethylene-1,3,4-triazole)",,180.26,237.0
"Poly(heptamethylene N,N'-trimethylenediterephthalamate)",,466.53,222.0
Poly(heptametylene undecanediamide),,310.48,195.0
"Poly(6,6-dimethyl-1-heptene)",,126.24,104.0
"Poly[4,4'-heptylidene)-diphenylene carbonate]",,310.39,200.0
Poly(hexadecamethylene decamethylenediurethane),,482.75,128.0
Poly(hexadecamethylene hexamethylenediurethane),,426.64,134.0
"Poly(hexadecamethylene 4,4'-(methylenediphenylene)-diurethane]",,508.7,152.0
Poly(hexadecamethylene p-xylylenediurethane),,446.63,168.0
"Poly(2,4-hexadiyne adipate)",,220.22,130.0
"Poly(2,4-hexadiyne hexamethylenediurethane)",,278.31,149.0
"Poly[2,4-hexadiyne (4,4'-methylenediphenylene)-diurethane]",,360.37,150.0
"Poly(2,5-dihydroxy-hexamethylene adipamide) (diacid)",,258.32,163.0
"Poly(N,N'-dimethyl-hexamethylene adipamide)",,254.37,75.0
Poly( 3-methyl-hexamethylene adipamide) (diacid),,240.35,216.0
Poly(3-methyl-hexamethylene adipamide) (diacid),,240.35,230.0
Poly(3-methyl-hexamethylene adipamide) (diamine),,240.35,180.0
Poly(N-methyl-hexamethylene adipamide),,240.35,145.0
Poly(hexamethylene adipamide-alt-hexamethylene oxamide),,396.53,268.0
"Poly[hexamethylene N,N'-adipoyldi(6-aminocaproate)]",,454.61,147.0
Poly(hexamethylene adipoyldiurethane),,314.34,206.0
Poly(hexamethylene azelamide-alt-hexamethylene oxamide),,438.61,254.0
Poly(hexamethylene azelate),,270.37,53.0
Poly(hexamethylene azelate),,270.37,55.0
Poly(hexamethylene carbonate),,144.17,60.0
Poly(hexamethylene m-carboxycarbanilate),,263.29,96.0
Poly[hexamethylene p-(carboxyphenoxy)-acetate],,278.3,50.0
Poly[hexamethylene p-(carboxyphenoxy)-caproate],,334.41,60.0
Poly[hexamethylene p-(carboxyphenoxy)-undecanoate],,404.55,72.0
Poly[hexamethylene p-(carboxyphenoxy)-valerate],,320.38,60.0
Poly[hexamethylene p-(carboxyphenylene)-acetamide],,260.34,227.0
"Poly(hexamethylene 1,2-cyclohexylenediacetamide)",,280.41,255.0
"Poly(hexamethylene trans-1,2-cyclohexylenedicarboxamide)",,252.36,242.0
"Poly(hexamethylene trans-1,3-cyclohexylenedicarboxamide)",,252.36,312.0
"Poly(hexamethylene trans-1,4-cyclohexylenedicarboxamide)",,252.36,360.0
"Poly(hexamethylene trans-1,4-cyclohexylenedicarboxylate)",,254.33,120.0
Poly(hexamethylene cis-cyclopropylenedicarboxamide),,210.28,180.0
"Poly(N,N'-dibutyl-hexamethylene cis-cyclopropylenedicarboxamide)",,432.45,20.0
"Poly(N,N'-diethyl-hexamethylene cis-cyclopropylenedicarboxamide)",,376.34,5.0
"Poly(N,N'-diisopropyl-hexamethylene cis-cyclopropylenedicarboxamide)",,404.4,20.0
"Poly(N,N'-dimethyl-hexamethylene cis-cyclopropylenedicarboxamide)",,348.29,30.0
Poly(hexamethylene glutarate),,214.26,34.0
Poly[hexamethylene (hexamethylenedioxy)-dipropionamide],,342.48,105.0
"Poly[hexamethylene 4,4'-(hexamethylenedisulfonyl)-dibenzoate]",,536.66,186.0
Poly[hexamethylene (hexamethylenedisulfonyl)-dicaproamide],,522.76,222.0
Poly[hexamethylene (hexamethylenedithio)-diethylene-diurethane],,406.6,106.0
Poly(hexamethylene isophthalamide),,246.31,220.0
Poly(hexamethylene isophthalamide),,246.31,200.0
Poly(5-tert-butyl-hexamethylene isophthalamide) (diacid),,302.42,210.0
Poly(hexamethylene isophthalate),,248.28,140.0
Poly(hexamethylene isophthalate),,248.28,80.0
"Poly(hexamethylene 4,4'-isopropylidenedibenzamide)",,364.49,180.0
"Poly(hexamethylene 4,4'-ketodibenzamide)",,350.42,350.0
Poly(hexamethylene ketodipropionamide),,254.33,180.0
"Poly(hexamethylene N,N'-lysyldiurea) methyl ester",,328.41,180.0
Poly(butyl-hexamethylene malonamide) (diacid),,240.35,161.0
Poly(butyl-hexamethylene malonamide) (diacid),,240.35,160.0
Poly(decyl-hexamethylene malonamide) (diacid),,324.51,133.0
Poly(decyl-hexamethylene malonamide) (diacid),,324.51,134.0
Poly(dimethyl-hexamethylene malonamide) (diacid),,212.19,117.0
Poly(dodecyl-hexamethylene malonamide) (diacid),,352.56,134.0
Poly(dodecyl-hexamethylene malonamide) (diacid),,352.56,132.0
Poly(heptadecyl-hexamethylene malonamide) (diacid),,422.7,166.0
Poly(heptyl-hexamethylene malonamide) (diacid),,282.43,135.0
Poly(hexadecyl-hexamethylene malonamide) (diacid),,408.67,164.0
Poly(hexadecyl-hexamethylene malonamide) (diacid),,408.67,160.0
Poly(hexyl-hexamethylene malonamide) (diacid),,268.4,145.0
Poly(hexyl-hexamethylene malonamide) (diacid),,268.4,144.0
Poly(nonyl-hexamethylene malonamide) (diacid),,310.48,137.0
Poly(octadecyl-hexamethylene malonamide) (diacid),,436.72,167.0
Poly(octadecyl-hexamethylene malonamide) (diacid),,436.72,163.0
Poly(octyl-hexamethylene malonamide) (diacid),,296.45,133.0
Poly(octyl-hexamethylene malonamide) (diacid),,296.45,131.0
Poly(pentadecyl-hexamethylene malonamide) (diacid),,394.64,164.0
Poly(pentyl-hexamethylene malonamide) (diacid),,254.37,151.0
Poly(propyl-hexamethylene malonamide) (diacid),,226.32,163.0
Poly(tetradecyl-hexamethylene malonamide) (diacid),,380.62,152.0
Poly(tetradecyl-hexamethylene malonamide) (diacid),,380.62,148.0
Poly(tridecyl-hexamethylene malonamide) (diacid),,366.59,133.0
Poly(undecyl-hexamethylene malonamide) (diacid),,338.54,133.0
"Poly(hexamethylene 3,3'-methylenedibenzamide)",,336.44,113.0
"Poly(hexamethylene 4,4'-methylenediphenylene)",,336.44,132.0
"Poly[hexamethylene 4,4'-(methylenediphenylene)-dioxy-diacetamide]",,396.49,174.0
"Poly[hexamethylene 4,4'-(methylenediphenylene)-diurea]",,366.46,250.0
"Poly[3,3'-dimethyl-hexamethylene 4,4'-(methylenediphenylene)-diurea]",,394.52,290.0
"Poly[3,3'-dimethyl- N,N'-diethyl-hexamethylene 4,4'-(methylenediphenylene)-diurea]",,450.63,120.0
"Poly[3,3'-dimethyl- N,N'-dipropyl-hexamethylene 4,4'-(methylenediphenylene)-diurea]",,478.68,90.0
"Poly[hexamethylene (methylene-2,5-furan)-dicarboxamide]",,250.3,115.0
Poly[hexamethylene (p-methylenephenoxy)-diacetamide],,304.39,220.0
Poly[hexamethylene (p-methylenephenoxy)-diacetamide],,304.39,226.0
Poly[hexamethylene (p-methylenephenylene)-diacetamide],,283.39,204.0
"Poly[hexamethylene (methylene-2,5-tetrahydrofuran)-dicarboxamide]",,254.33,78.0
Poly(hexamethylene naphthalenedicarboxamide),,298.39,200.0
Poly(hexamethylene nonamethylenediurea),,326.48,243.0
Poly(hexamethylene octadecamethylenediurea),,452.73,192.0
Poly(hexamethylene octadecanediamide),,394.64,192.0
"Poly(9,10-dihydroxy-hexamethylene octadecanediamide)",,426.64,172.0
"Poly(N,N'-dimethyl-hexamethylene octadecanediamide)",,422.7,52.0
Poly(hexamethylene octamethylenedithiourea),,344.58,160.0
Poly(hexamethylene octamethylenediurea),,312.46,239.0
Poly(hexamethylene octamethylenediurea),,312.46,253.0
Poly(hexamethylene octamethylenediurea),,312.46,255.0
Poly(hexamethylene octamethylenediurethane),,342.48,153.0
Poly(hexamethylene 5-oxadodecanediamide),,312.45,149.0
Poly(hexamethylene 6-oxaheptadecanediamide),,382.59,160.0
Poly(hexamethylene 5-oxahexadecanediamide),,368.56,159.0
Poly(3-oxypropyl-hexamethylene oxamide),,228.29,240.0
Poly(hexamethylene oxamide-alt-hexamethylene pimelamide),,410.56,259.0
Poly(hexamethylene oxamide-alt-hexamethylene sebacamide),,452.64,257.0
Poly(hexamethylene oxamide-alt-hexamethylene suberamide),,424.58,260.0
Poly(hexamethylene 6-oxapentadecanediamide),,354.53,154.0
Poly(hexamethylene 5-oxasebacamide),,284.4,160.0
Poly(hexamethylene 5-oxatetradecanediamide),,340.51,155.0
Poly(hexamethylene 5-oxaundecanediamide),,298.43,152.0
Poly(hexamethylene oxydiacetamide),,214.26,143.0
Poly(hexamethylene oxydiacetamide),,214.26,172.0
Poly(hexamethylene oxydiacetate),,216.23,51.0
Poly(hexamethylene oxydiacetate),,216.23,78.0
"Poly(hexamethylene 4,4'-oxydibenzoate)",,340.38,74.0
Poly(hexamethylene oxydibutyramide),,270.37,187.0
Poly(hexamethylene oxydicaproamide),,326.48,175.0
Poly(hexamethylene oxydienanthamide),,354.53,170.0
"Poly[hexamethylene 4,4'-(oxydimethylene)-di-2-(1,3-dioxolane)-caprylamide]",,554.77,145.0
Poly(hexamethylene oxydipelarqonamide),,410.64,158.0
"Poly[hexamethylene 4,4'-(oxydiphenylene)-dioxydiacetamide]",,398.46,220.0
Poly(hexamethyelene oxydivaleramide),,298.43,180.0
Poly(hexamethyleneoxy-p-phenylene oxide),,192.26,170.0
Poly[hexamethylene (pentamethylenedisulfonyl)-dicaproamide],,508.73,226.0
"Poly(hexamethylene N,N'-pentamethylenediterephthalamate)",,480.56,238.0
Poly[hexamethylene (pentamethylenedithio)-diethylene-diurethane],,392.57,98.0
Poly(hexamethylene pentamethylenediurea),,270.38,251.0
Poly[hexamethylene (p-phenoxy)-diacetamide],,290.36,86.0
Poly[hexamethylene (p-phenoxy)-diacetamide],,290.36,180.0
Poly(hexamethylene m-phenylenediacetamide),,274.36,182.0
Poly(hexamethylene p-phenylenediacetamide),,274.36,300.0
"Poly(hexamethylene 3,3'-p-phenylenedibutyramide)",,330.47,196.0
"Poly(hexamethylene 3,3'-dimethyl-3,3'-p-phenylenedibutyramide) (diacid)",,358.52,193.0
Poly[hexamethylene (p-phenylenedioxy)-diacetamide],,306.36,237.0
Poly[hexamethylene (p-phenylenedioxy)-diacetamide],,306.36,239.0
Poly(hexamethylene p-phenylenedipropionamide),,302.42,290.0
Poly(hexamethylene p-phenylenedipropionamide),,302.42,295.0
Poly(hexamethylene p-phenylenedipropionamide),,302.42,298.0
Poly(hexamethylene p-phenylenedipropionamide),,302.42,300.0
Poly(3-methyl-hexamethylene p-phenylenedipropionamide) (diacid),,316.44,227.0
Poly(4-methyl-hexamethylene m-phenylenediurea) (diisocyanate),,290.37,235.0
"Poly(P-methyl-hexamethylene 3,3'-phosphinylidenedibenzamide)",,384.42,172.0
"Poly(P-hydroxy-hexamethylene 4,4'-phosphinylidenedibenzamide)",,386.39,245.0
"Poly(P-methyl-hexamethylene 4,4'-phosphinylidenedibenzamide)",,384.42,213.0
"Poly(P-phenyl-hexamethylene 4,4'-phosphinylidenedibenzamide)",,445.48,231.0
Poly(hexamethylene phthalamide),,246.31,150.0
Poly(hexamethylene phthalate),,248.28,2.0
Poly(hexamethylene pimelamide),,240.35,228.0
Poly(hexamethylene pimelamide),,240.35,202.0
Poly(hexamethylene pimelate),,242.32,50.0
Poly(hexamethylene pimelate),,242.32,55.0
"Poly(hexamethylene 1,4-piperazinediacetamide)",,282.39,168.0
"Poly(hexamethylene N,N'-piperazinediterephthalamate)",,464.52,255.0
"Poly[hexamethylene (1,4-piperazinedithio)-dicarboxylate]",,322.44,144.0
Poly(hexamethylene piperazinediurea),,254.33,245.0
Poly(hexamethylene piperazinediurea),,254.33,265.0
Poly(hexamethylene propylenediurea) racemic,,270.33,230.0
"Poly(hexamethylene 4-oxo-4(H)-pyran-2,6-dicarboxamide) (diacid)",,264.28,77.0
"Poly(hexamethylene 2,3-pyrazoledicarboxamide)",,238.29,140.0
"Poly(hexamethylene 2,4-pyrazoledicarboxamide)",,238.29,271.0
"Poly(hexamethylene 2,3-pyridinedicarboxamide)",,247.3,103.0
"Poly(hexamethylene 2,4-pyridinedicarboxamide)",,247.3,220.0
"Poly(hexamethylene 2,5-pyridinedicarboxamide)",,247.3,272.0
"Poly(hexamethylene 2,6-pyridinedicarboxamide)",,247.3,220.0
"Poly(hexamethylene 1,4-dihydro-4-oxo-2,6-pyridinedicarboxamide)",,263.3,178.0
"Poly(hexamethylene 3,4-pyridinedicarboxamide)",,247.3,101.0
"Poly(hexamethylene 3,5-pyridinedicarboxamide)",,247.3,257.0
"Poly(hexamethylene 2,6-dimethyl-3,5-pyridinedicarboxamide) (diacid)",,275.35,140.0
"Poly(hexamethylene 1-methyl-2,5-pyrroledipropionamide) (diacid)",,305.42,180.0
"Poly(hexamethylene 1-methyl-2,5-pyrrolidinedipropionamide) (diacid)",,309.45,200.0
Poly(hexamethylene 5-pyrrolidonylidenedipropionamide),,295.4,250.0
Poly( 3-methyl-hexamethylene sebacamide) (diamine),,296.46,153.0
Poly(hexamethylene sebacoyldiurethane),,370.45,158.0
"Poly(hexamethylene Sidimethyl-4,4'-silylenedibenzamide)",,380.56,190.0
"Poly[hexamethylene N,N'-suberoyldi(p-aminobenzoate)]",,494.59,250.0
Poly(hexamethylene succinate),,200.23,57.0
"Poly(hexamethylene 4,4'-sulfonyldibenzamide)",,386.46,310.0
"Poly(hexamethylene 4,4'-sulfonyldibenzoate)",,388.44,280.0
"Poly[hexamethylene 4,4'-(sulfonyldimethylene)-dibenzoate]",,416.49,252.0
Poly(hexamethylene sulfonyldivaleramide),,346.49,215.0
Poly(hexamethylene sulfonyldivalerate),,348.46,92.0
"Poly(hexamethylene 2,5-dihydroxy-terephthalamide) (diacid)",,278.31,334.0
"Poly(hexamethylene 2,5-dimethyl-terephthalamide) (diacid)",,274.36,143.0
"Poly(hexamethylene N,N'-dimethyl-terephthalamide)",,274.36,260.0
Poly(hexamethylene methyl-terephthalamide) (diacid),,260.34,248.0
"Poly[hexamethylene N,N'-terephthaloyldi(6-aminocaproate)]",,474.6,177.0
Poly(hexamethylene tetradecamethylenediurea),,396.62,198.0
